transaction_id,created_at,completed_at,type,source_type,card_name,card_last4,reference,amount,user_amount,settled_amount,exchange_rate,currency,status,linked_transaction_id,fee,merchant,mcc,gateway_ref
"WLF15-CD-0029","15/06/2026 | 10:27 PM","15/06/2026 | 10:27 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription ADOBE *CREATIVE CLD","-54.99","54.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0076","15/06/2026 | 07:16 AM","15/06/2026 | 07:16 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Steam","-31.33","31.33 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0128","14/06/2026 | 11:45 PM","14/06/2026 | 11:45 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Booking.com","-480.85","480.85 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0152","14/06/2026 | 08:56 PM","14/06/2026 | 08:56 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Namecheap","-20.46","20.46 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0129","13/06/2026 | 12:23 PM","13/06/2026 | 12:23 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Apple","-57.82","57.82 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0016","12/06/2026 | 09:31 PM","12/06/2026 | 09:31 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription GOOGLE *YOUTUBEPREM","-13.99","13.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0143","11/06/2026 | 05:38 AM","11/06/2026 | 05:38 AM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for NAMECHEAP* DOMAIN","-0.14","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0142","11/06/2026 | 05:37 AM","11/06/2026 | 05:37 AM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Namecheap","-13.9","13.90 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0137","11/06/2026 | 02:38 AM","11/06/2026 | 02:38 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Apple","-55.07","55.07 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0145","10/06/2026 | 12:05 AM","10/06/2026 | 12:05 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Shopee","-202.39","202.39 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0010","09/06/2026 | 03:11 PM","09/06/2026 | 03:11 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription Spotify P0F2K","-9.99","9.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0088","09/06/2026 | 03:06 AM","09/06/2026 | 03:06 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Amazon","-116.78","116.78 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0133","08/06/2026 | 05:10 PM","08/06/2026 | 05:10 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2211.88","2,211.88 USD","","-","USD","Success","","","","",""
"WLF15-WL-0134","08/06/2026 | 03:10 PM","08/06/2026 | 03:10 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2182.41","2,182.41 USD","","-","USD","Success","","","","",""
"WLF15-WL-0132","08/06/2026 | 10:22 AM","08/06/2026 | 10:22 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1143.15","1,143.15 USD","","-","USD","Success","","","","",""
"WLF15-WL-0135","08/06/2026 | 10:21 AM","08/06/2026 | 10:21 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2552.15","2,552.15 USD","","-","USD","Success","","","","",""
"WLF15-WL-0049","2026-06-08T05:31:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","226.22","","","","USD","Success","","","","",""
"WLF15-WL-0017","2026-06-08T00:21:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","2219.48","","","","USD","Success","","","","",""
"WLF15-WL-0059","2026-06-08T00:10:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví (BÚT TOÁN TRÙNG)","2597.84","","","","USD","Success","","","","",""
"WLF15-WL-0032","2026-06-07T21:10:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","2597.84","","","","USD","Success","","","","",""
"WLF15-WL-0048","2026-06-07T18:22:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","831.75","","","","USD","Success","","","","",""
"WLF15-WL-0016","2026-06-07T06:37:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","153.6","","","","USD","Success","","","","",""
"WLF15-CD-0004","07/06/2026 | 12:21 AM","07/06/2026 | 12:21 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription NETFLIX.COM","-17.99","17.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0102","05/06/2026 | 04:50 AM","05/06/2026 | 04:50 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Grab","-20.92","20.92 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0022","04/06/2026 | 12:11 AM","04/06/2026 | 12:11 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription OPENAI *CHATGPT SUBSCR","-20","20.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0212","03/06/2026 | 08:00 PM","","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up declined","300","300.00 USD","300.00 USD","","USD","Failure","","","","",""
"WLF15-WL-0015","2026-06-02T21:59:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","183.4","","","","USD","Success","","","","",""
"WLF15-WL-0131","01/06/2026 | 03:03 PM","01/06/2026 | 03:03 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1499.2","1,499.20 USD","","-","USD","Success","","","","",""
"WLF15-CD-0169","01/06/2026 | 12:53 AM","01/06/2026 | 12:53 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Uber","-32.42","32.42 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0014","2026-06-01T00:03:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","1524.41","","","","USD","Success","","","","",""
"WLF15-CD-0073","29/05/2026 | 02:49 AM","29/05/2026 | 02:49 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Lazada","-85.16","85.16 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0060","28/05/2026 | 11:58 PM","28/05/2026 | 11:58 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription NORDVPN *MONTHLY","-3.99","3.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0130","28/05/2026 | 04:12 PM","28/05/2026 | 04:12 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1967.43","1,967.43 USD","","-","USD","Success","","","","",""
"WLF15-WL-0047","2026-05-28T08:12:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","1857.88","","","","USD","Success","","","","",""
"WLF15-CD-0098","28/05/2026 | 01:48 AM","28/05/2026 | 01:48 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Facebook Ads","-290.85","290.85 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0054","27/05/2026 | 10:52 PM","27/05/2026 | 10:52 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription CLOUDWAYS HOSTING","-16","16.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0129","26/05/2026 | 11:53 AM","26/05/2026 | 11:53 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1363.79","1,363.79 USD","","-","USD","Success","","","","",""
"WLF15-CD-0175","26/05/2026 | 08:10 AM","26/05/2026 | 08:10 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Apple","-64.69","64.69 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0031","2026-05-26T04:53:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","751.45","","","","USD","Success","","","","",""
"WLF15-CD-0048","25/05/2026 | 03:41 AM","25/05/2026 | 03:41 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription FIGMA.COM","-15","15.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0266","22/05/2026 | 06:38 PM","22/05/2026 | 06:38 PM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","331.83","331.83 USD","331.83 USD","","USD","Success","","","","",""
"WLF15-WL-0128","22/05/2026 | 06:38 PM","22/05/2026 | 06:38 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-331.83","331.83 USD","331.83 USD","","USD","Success","","","","",""
"WLF15-WL-0030","2026-05-22T14:38:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","1021.88","","","","USD","Success","","","","",""
"WLF15-CD-0176","22/05/2026 | 03:39 AM","22/05/2026 | 03:39 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Facebook Ads","-375.77","375.77 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0042","21/05/2026 | 03:03 PM","","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription CANVA* PRO MONTHLY","-12.99","12.99 USD","","NaN = 1 USD","USD","Failure","","NaN undefined","","",""
"WLF15-CD-0206","19/05/2026 | 11:00 PM","19/05/2026 | 11:00 PM","Thẻ chi tiêu","Thẻ","Volcano Trial","xxxx xxxx xxxx 0006","Trial card spend","-66.9","66.90 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0127","19/05/2026 | 09:07 PM","19/05/2026 | 09:07 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2502.37","2,502.37 USD","","-","USD","Success","","","","",""
"WLF15-WL-0046","2026-05-19T09:07:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","2443.84","","","","USD","Success","","","","",""
"WLF15-CD-0131","18/05/2026 | 07:09 PM","","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for SQ *THE COFFEE HOUSE","-0.36","","NaN EUR","","EUR","Pending","","","","",""
"WLF15-CD-0130","18/05/2026 | 07:08 PM","18/05/2026 | 07:08 PM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","The Coffee House","-35.55","35.55 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0035","18/05/2026 | 07:05 PM","18/05/2026 | 07:05 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription PADDLE.NET* NOTION","-10","10.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0265","17/05/2026 | 08:34 AM","","Nạp tiền vào thẻ","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Top-up from wallet","354.04","354.04 USD","354.04 EUR","","EUR","Cancel","","","","",""
"WLF15-WL-0126","17/05/2026 | 08:34 AM","17/05/2026 | 08:34 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano EU (VC04)","-354.04","354.04 USD","354.04 USD","","USD","Success","","","","",""
"WLF15-WL-0125","17/05/2026 | 02:34 AM","17/05/2026 | 02:34 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-350.63","350.63 USD","350.63 USD","","USD","Success","","","","",""
"WLF15-CD-0264","17/05/2026 | 02:34 AM","17/05/2026 | 02:34 AM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","350.63","350.63 USD","350.63 USD","","USD","Success","","","","",""
"WLF15-CD-0116","17/05/2026 | 02:30 AM","17/05/2026 | 02:30 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","AliExpress","-92.36","92.36 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0124","17/05/2026 | 01:51 AM","17/05/2026 | 01:51 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1947.47","1,947.47 USD","","-","USD","Success","","","","",""
"WLF15-WL-0029","2026-05-16T21:34:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","803.13","","","","USD","Success","","","","",""
"WLF15-WL-0045","2026-05-16T05:51:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","1830.84","","","","USD","Success","","","","",""
"WLF15-CD-0028","16/05/2026 | 01:15 AM","16/05/2026 | 01:15 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription ADOBE *CREATIVE CLD","-54.99","54.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0015","12/05/2026 | 11:53 PM","12/05/2026 | 11:53 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription GOOGLE *YOUTUBEPREM","-13.99","13.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0205","12/05/2026 | 04:00 PM","","Thẻ chi tiêu","Thẻ","Volcano Trial","xxxx xxxx xxxx 0006","Trial card spend","-82.19","82.19 USD","","NaN = 1 USD","USD","Failure","","NaN undefined","","",""
"WLF15-CD-0149","11/05/2026 | 08:50 PM","11/05/2026 | 08:50 PM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for GRAB* RIDE HCM","-0.09","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0148","11/05/2026 | 08:49 PM","11/05/2026 | 08:49 PM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Grab","-8.8","8.80 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-WL-0123","10/05/2026 | 11:07 AM","10/05/2026 | 11:07 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1723.73","1,723.73 USD","","-","USD","Success","","","","",""
"WLF15-CD-0192","10/05/2026 | 02:36 AM","10/05/2026 | 02:36 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Apple","-42.65","42.65 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0013","2026-05-09T23:07:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","1915.28","","","","USD","Success","","","","",""
"WLF15-CD-0209","09/05/2026 | 09:03 PM","09/05/2026 | 09:03 PM","Hoàn tiền về thẻ","Thẻ","Volcano Ads","0001","Refund order","23.5","23.50 USD","","NaN = 1 USD","USD","Success","","","","",""
"WLF15-CD-0009","09/05/2026 | 07:27 PM","09/05/2026 | 07:27 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription Spotify P0F2K","-9.99","9.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0195","09/05/2026 | 12:27 PM","09/05/2026 | 12:27 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Booking.com","-398.98","398.98 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0164","08/05/2026 | 04:06 PM","08/05/2026 | 04:06 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Amazon","-236.53","236.53 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0204","07/05/2026 | 09:00 PM","07/05/2026 | 09:00 PM","Thẻ chi tiêu","Thẻ","Volcano Trial","xxxx xxxx xxxx 0006","Trial card spend","-18.98","18.98 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0003","07/05/2026 | 01:48 AM","07/05/2026 | 01:48 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription NETFLIX.COM","-15.49","15.49 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0021","03/05/2026 | 09:51 PM","03/05/2026 | 09:51 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription OPENAI *CHATGPT SUBSCR","-20","20.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0203","03/05/2026 | 05:00 PM","03/05/2026 | 05:00 PM","Thẻ chi tiêu","Thẻ","Volcano Trial","xxxx xxxx xxxx 0006","Trial card spend","-73.88","73.88 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0141","02/05/2026 | 07:27 PM","02/05/2026 | 07:27 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Shopee","-37.36","37.36 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0221","02/05/2026 | 04:00 PM","02/05/2026 | 04:00 PM","Nạp tiền vào thẻ","Thẻ","Volcano Trial","xxxx xxxx xxxx 0006","Top-up from wallet","243.95","243.95 USD","243.95 USD","","USD","Success","","","","",""
"WLF15-WL-0061","02/05/2026 | 04:00 PM","02/05/2026 | 04:00 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Trial (VC06)","-243.95","243.95 USD","243.95 USD","","USD","Success","","","","",""
"WLF15-CD-0065","01/05/2026 | 09:32 AM","01/05/2026 | 09:32 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Steam","-15.15","15.15 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0178","30/04/2026 | 09:22 PM","30/04/2026 | 09:22 PM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for NAMECHEAP* DOMAIN","-0.59","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0177","30/04/2026 | 09:21 PM","30/04/2026 | 09:21 PM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Namecheap","-59.12","59.12 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0140","29/04/2026 | 09:35 PM","29/04/2026 | 09:35 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Amazon","-49.46","49.46 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0074","29/04/2026 | 03:50 AM","29/04/2026 | 03:50 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Vultr","-9.87","9.87 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0059","29/04/2026 | 12:28 AM","29/04/2026 | 12:28 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription NORDVPN *MONTHLY","-3.99","3.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0158","28/04/2026 | 01:56 PM","28/04/2026 | 01:56 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Grab","-23.62","23.62 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0053","27/04/2026 | 11:50 PM","27/04/2026 | 11:50 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription CLOUDWAYS HOSTING","-16","16.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0122","27/04/2026 | 09:00 PM","27/04/2026 | 09:00 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-351.65","351.65 USD","351.65 USD","","USD","Success","","","","",""
"WLF15-CD-0263","27/04/2026 | 09:00 PM","27/04/2026 | 09:00 PM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","351.65","351.65 USD","351.65 USD","","USD","Success","","","","",""
"WLF15-CD-0111","27/04/2026 | 07:59 PM","27/04/2026 | 07:59 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Uber","-5.61","5.61 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0120","27/04/2026 | 07:01 PM","27/04/2026 | 07:01 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1889.98","1,889.98 USD","","-","USD","Success","","","","",""
"WLF15-CD-0071","27/04/2026 | 01:02 PM","27/04/2026 | 01:02 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Uber","-2.45","2.45 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0155","27/04/2026 | 03:47 AM","27/04/2026 | 03:47 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","The Coffee House","-23.68","23.68 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0262","27/04/2026 | 02:00 AM","27/04/2026 | 02:00 AM","Nạp tiền vào thẻ","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Top-up from wallet","491.29","491.29 USD","491.29 EUR","","EUR","Success","","","","",""
"WLF15-WL-0121","27/04/2026 | 02:00 AM","27/04/2026 | 02:00 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano EU (VC04)","-491.29","491.29 USD","491.29 USD","","USD","Success","","","","",""
"WLF15-WL-0044","2026-04-27T01:00:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","974.85","","","","USD","Success","","","","",""
"WLF15-WL-0012","2026-04-26T22:01:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","1903.52","","","","USD","Success","","","","",""
"WLF15-WL-0117","26/04/2026 | 06:06 AM","26/04/2026 | 06:06 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-427","427.00 USD","427.00 USD","","USD","Success","","","","",""
"WLF15-CD-0259","26/04/2026 | 06:06 AM","26/04/2026 | 06:06 AM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","427","427.00 USD","427.00 USD","","USD","Success","","","","",""
"WLF15-CD-0258","26/04/2026 | 02:06 AM","26/04/2026 | 02:06 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","468.44","468.44 USD","468.44 USD","","USD","Success","","","","",""
"WLF15-WL-0116","26/04/2026 | 02:06 AM","26/04/2026 | 02:06 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-468.44","468.44 USD","468.44 USD","","USD","Success","","","","",""
"WLF15-WL-0119","26/04/2026 | 01:06 AM","26/04/2026 | 01:06 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-363.49","363.49 USD","363.49 USD","","USD","Success","","","","",""
"WLF15-CD-0261","26/04/2026 | 01:06 AM","26/04/2026 | 01:06 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","363.49","363.49 USD","363.49 USD","","USD","Success","","","","",""
"WLF15-WL-0118","25/04/2026 | 11:06 PM","25/04/2026 | 11:06 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-353.5","353.50 USD","353.50 USD","","USD","Success","","","","",""
"WLF15-CD-0260","25/04/2026 | 11:06 PM","25/04/2026 | 11:06 PM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","353.5","353.50 USD","353.50 USD","","USD","Success","","","","",""
"WLF15-CD-0064","25/04/2026 | 05:33 PM","25/04/2026 | 05:33 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Shopee","-137.44","137.44 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0043","2026-04-25T17:06:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","1464.81","","","","USD","Success","","","","",""
"WLF15-WL-0113","25/04/2026 | 04:01 AM","25/04/2026 | 04:01 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1700.52","1,700.52 USD","","-","USD","Success","","","","",""
"WLF15-WL-0115","25/04/2026 | 02:15 AM","25/04/2026 | 02:15 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2171.25","2,171.25 USD","","-","USD","Success","","","","",""
"WLF15-CD-0202","24/04/2026 | 09:28 PM","24/04/2026 | 09:28 PM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for SHOPEE *ORDER","-2.08","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0201","24/04/2026 | 09:27 PM","24/04/2026 | 09:27 PM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Shopee","-207.92","207.92 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0047","24/04/2026 | 09:10 PM","24/04/2026 | 09:10 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription FIGMA.COM","-15","15.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0028","2026-04-24T20:15:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","2129.54","","","","USD","Success","","","","",""
"WLF15-CD-0257","24/04/2026 | 08:01 PM","24/04/2026 | 08:01 PM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","327.87","327.87 USD","327.87 USD","","USD","Success","","","","",""
"WLF15-WL-0114","24/04/2026 | 08:01 PM","24/04/2026 | 08:01 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-327.87","327.87 USD","327.87 USD","","USD","Success","","","","",""
"WLF15-WL-0042","2026-04-24T16:01:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","2226.49","","","","USD","Success","","","","",""
